year,geography,data_type,all,category,value
2020,Stevens,Max. Sub-Population,1631,Hispanic,1631
2020,Stevens,Max. Total Population,45920,Hispanic,45920
2020,Thurston,Max. % Total Population,9,Hispanic,9
2020,Thurston,Max. Sub-Population,26012,Hispanic,26012
2020,Thurston,Max. Total Population,291000,Hispanic,291000
2020,Wahkiakum,Max. % Total Population,4,Hispanic,4
2020,Wahkiakum,Max. Sub-Population,179,Hispanic,179
2020,Wahkiakum,Max. Total Population,4210,Hispanic,4210
2020,Walla Walla,Max. % Total Population,23,Hispanic,23
2020,Walla Walla,Max. Sub-Population,14642,Hispanic,14642
2020,Walla Walla,Max. Total Population,62580,Hispanic,62580
2020,Whatcom,Max. % Total Population,10,Hispanic,10
2020,Whatcom,Max. Sub-Population,22176,Hispanic,22176
2020,Whatcom,Max. Total Population,228000,Hispanic,228000
2020,Whitman,Max. % Total Population,6,Hispanic,6
2020,Whitman,Max. Sub-Population,3174,Hispanic,3174
2020,Whitman,Max. Total Population,50480,Hispanic,50480
2020,Yakima,Max. % Total Population,52,Hispanic,52
2020,Yakima,Max. Sub-Population,134120,Hispanic,134120
2020,Yakima,Max. Total Population,258200,Hispanic,258200
2020,State Total,Max. % Total Population,13,Hispanic,13
2020,State Total,Max. Sub-Population,1022677,Hispanic,1022677
2020,State Total,Max. Total Population,7656200,Hispanic,7656200
2019,Adams,Max. % Total Population,1,"Multi-Race, NH",1
2019,Adams,Max. Sub-Population,112,"Multi-Race, NH",112
2019,Adams,Max. Total Population,20150,"Multi-Race, NH",20150
2019,Asotin,Max. % Total Population,3,"Multi-Race, NH",3
2019,Asotin,Max. Sub-Population,620,"Multi-Race, NH",620
2019,Asotin,Max. Total Population,22520,"Multi-Race, NH",22520
2019,Benton,Max. % Total Population,3,"Multi-Race, NH",3
2019,Benton,Max. Sub-Population,5140,"Multi-Race, NH",5140
2019,Benton,Max. Total Population,201800,"Multi-Race, NH",201800
2019,Chelan,Max. % Total Population,2,"Multi-Race, NH",2
2019,Chelan,Max. Sub-Population,1376,"Multi-Race, NH",1376
2019,Chelan,Max. Total Population,78420,"Multi-Race, NH",78420
2019,Clallam,Max. % Total Population,4,"Multi-Race, NH",4
2019,Clallam,Max. Sub-Population,3073,"Multi-Race, NH",3073
2019,Clallam,Max. Total Population,76010,"Multi-Race, NH",76010
2019,Clark,Max. % Total Population,4,"Multi-Race, NH",4
2019,Clark,Max. Sub-Population,19038,"Multi-Race, NH",19038
2019,Clark,Max. Total Population,488500,"Multi-Race, NH",488500
2019,Columbia,Max. % Total Population,2,"Multi-Race, NH",2
2019,Columbia,Max. Sub-Population,94,"Multi-Race, NH",94
2019,Columbia,Max. Total Population,4160,"Multi-Race, NH",4160
2019,Cowlitz,Max. % Total Population,4,"Multi-Race, NH",4
2019,Cowlitz,Max. Sub-Population,3851,"Multi-Race, NH",3851
2019,Cowlitz,Max. Total Population,108950,"Multi-Race, NH",108950
2019,Douglas,Max. % Total Population,2,"Multi-Race, NH",2
2019,Douglas,Max. Sub-Population,782,"Multi-Race, NH",782
2019,Douglas,Max. Total Population,42820,"Multi-Race, NH",42820
2019,Ferry,Max. % Total Population,6,"Multi-Race, NH",6
2019,Ferry,Max. Sub-Population,470,"Multi-Race, NH",470
2019,Ferry,Max. Total Population,7830,"Multi-Race, NH",7830
2019,Franklin,Max. % Total Population,2,"Multi-Race, NH",2
2019,Franklin,Max. Sub-Population,1484,"Multi-Race, NH",1484
2019,Franklin,Max. Total Population,94680,"Multi-Race, NH",94680
2019,Garfield,Max. % Total Population,2,"Multi-Race, NH",2
2019,Garfield,Max. Sub-Population,36,"Multi-Race, NH",36
2019,Garfield,Max. Total Population,2220,"Multi-Race, NH",2220
2019,Grant,Max. % Total Population,2,"Multi-Race, NH",2
2019,Grant,Max. Sub-Population,1781,"Multi-Race, NH",1781
2019,Grant,Max. Total Population,98740,"Multi-Race, NH",98740
2019,Grays Harbor,Max. % Total Population,4,"Multi-Race, NH",4
2019,Grays Harbor,Max. Sub-Population,2827,"Multi-Race, NH",2827
2019,Grays Harbor,Max. Total Population,74160,"Multi-Race, NH",74160
2019,Island,Max. % Total Population,5,"Multi-Race, NH",5
2019,Island,Max. Sub-Population,3824,"Multi-Race, NH",3824
2019,Island,Max. Total Population,84820,"Multi-Race, NH",84820
2019,Jefferson,Max. % Total Population,3,"Multi-Race, NH",3
2019,Jefferson,Max. Sub-Population,1090,"Multi-Race, NH",1090
2019,Jefferson,Max. Total Population,31900,"Multi-Race, NH",31900
2019,King,Max. % Total Population,5,"Multi-Race, NH",5
2019,King,Max. Sub-Population,105254,"Multi-Race, NH",105254
2019,King,Max. Total Population,2226300,"Multi-Race, NH",2226300
2019,Kitsap,Max. % Total Population,6,"Multi-Race, NH",6
2019,Kitsap,Max. Sub-Population,15778,"Multi-Race, NH",15778
2019,Kitsap,Max. Total Population,270100,"Multi-Race, NH",270100
2019,Kittitas,Max. % Total Population,3,"Multi-Race, NH",3
2019,Kittitas,Max. Sub-Population,1283,"Multi-Race, NH",1283
2019,Kittitas,Max. Total Population,46570,"Multi-Race, NH",46570
2019,Klickitat,Max. % Total Population,3,"Multi-Race, NH",3
2019,Klickitat,Max. Sub-Population,648,"Multi-Race, NH",648
2019,Klickitat,Max. Total Population,22430,"Multi-Race, NH",22430
2019,Lewis,Max. % Total Population,3,"Multi-Race, NH",3
2019,Lewis,Max. Sub-Population,2563,"Multi-Race, NH",2563
2019,Lewis,Max. Total Population,79480,"Multi-Race, NH",79480
2019,Lincoln,Max. % Total Population,2,"Multi-Race, NH",2
2019,Lincoln,Max. Sub-Population,269,"Multi-Race, NH",269
2019,Lincoln,Max. Total Population,10960,"Multi-Race, NH",10960
2019,Mason,Max. % Total Population,4,"Multi-Race, NH",4
2019,Mason,Max. Sub-Population,2640,"Multi-Race, NH",2640
2019,Mason,Max. Total Population,64980,"Multi-Race, NH",64980
2019,Okanogan,Max. % Total Population,3,"Multi-Race, NH",3
2019,Okanogan,Max. Sub-Population,1239,"Multi-Race, NH",1239
2019,Okanogan,Max. Total Population,42730,"Multi-Race, NH",42730
2019,Pacific,Max. % Total Population,3,"Multi-Race, NH",3
2019,Pacific,Max. Sub-Population,704,"Multi-Race, NH",704
2019,Pacific,Max. Total Population,21640,"Multi-Race, NH",21640
2019,Pend Oreille,Max. % Total Population,3,"Multi-Race, NH",3
2019,Pend Oreille,Max. Sub-Population,385,"Multi-Race, NH",385
2019,Pend Oreille,Max. Total Population,13740,"Multi-Race, NH",13740
2019,Pierce,Max. % Total Population,7,"Multi-Race, NH",7
2019,Pierce,Max. Sub-Population,58997,"Multi-Race, NH",58997
2019,Pierce,Max. Total Population,888300,"Multi-Race, NH",888300
2019,San Juan,Max. % Total Population,2,"Multi-Race, NH",2
2019,San Juan,Max. Sub-Population,419,"Multi-Race, NH",419
2019,San Juan,Max. Total Population,17150,"Multi-Race, NH",17150
2019,Skagit,Max. % Total Population,3,"Multi-Race, NH",3
2019,Skagit,Max. Sub-Population,3331,"Multi-Race, NH",3331
2019,Skagit,Max. Total Population,129200,"Multi-Race, NH",129200
2019,Skamania,Max. % Total Population,3,"Multi-Race, NH",3
2019,Skamania,Max. Sub-Population,394,"Multi-Race, NH",394
2019,Skamania,Max. Total Population,12060,"Multi-Race, NH",12060
2019,Snohomish,Max. % Total Population,4,"Multi-Race, NH",4
2019,Snohomish,Max. Sub-Population,36356,"Multi-Race, NH",36356
2019,Snohomish,Max. Total Population,818700,"Multi-Race, NH",818700
2019,Spokane,Max. % Total Population,4,"Multi-Race, NH",4
2019,Spokane,Max. Sub-Population,20118,"Multi-Race, NH",20118
2019,Spokane,Max. Total Population,515250,"Multi-Race, NH",515250
2019,Stevens,Max. % Total Population,4,"Multi-Race, NH",4
2019,Stevens,Max. Sub-Population,1635,"Multi-Race, NH",1635
2019,Stevens,Max. Total Population,45570,"Multi-Race, NH",45570
2019,Thurston,Max. % Total Population,5,"Multi-Race, NH",5
2019,Thurston,Max. Sub-Population,14969,"Multi-Race, NH",14969
2019,Thurston,Max. Total Population,285800,"Multi-Race, NH",285800
2019,Wahkiakum,Max. % Total Population,3,"Multi-Race, NH",3
2019,Wahkiakum,Max. Sub-Population,140,"Multi-Race, NH",140
2019,Wahkiakum,Max. Total Population,4190,"Multi-Race, NH",4190
2019,Walla Walla,Max. % Total Population,2,"Multi-Race, NH",2
2019,Walla Walla,Max. Sub-Population,1503,"Multi-Race, NH",1503
2019,Walla Walla,Max. Total Population,62200,"Multi-Race, NH",62200
2019,Whatcom,Max. % Total Population,4,"Multi-Race, NH",4
2019,Whatcom,Max. Sub-Population,8217,"Multi-Race, NH",8217
2019,Whatcom,Max. Total Population,225300,"Multi-Race, NH",225300
2019,Whitman,Max. % Total Population,4,"Multi-Race, NH",4
2019,Whitman,Max. Sub-Population,1971,"Multi-Race, NH",1971
2019,Whitman,Max. Total Population,50130,"Multi-Race, NH",50130
2019,Yakima,Max. % Total Population,2,"Multi-Race, NH",2
2019,Yakima,Max. Sub-Population,4861,"Multi-Race, NH",4861
2019,Yakima,Max. Total Population,255950,"Multi-Race, NH",255950
2019,State Total,Max. % Total Population,4,"Multi-Race, NH",4
2019,State Total,Max. Sub-Population,329272,"Multi-Race, NH",329272
2019,State Total,Max. Total Population,7546410,"Multi-Race, NH",7546410
2020,Adams,Max. % Total Population,1,"Multi-Race, NH",1
2020,Adams,Max. Sub-Population,112,"Multi-Race, NH",112
2020,Adams,Max. Total Population,20450,"Multi-Race, NH",20450
2020,Asotin,Max. % Total Population,3,"Multi-Race, NH",3
2020,Asotin,Max. Sub-Population,605,"Multi-Race, NH",605
2020,Asotin,Max. Total Population,22640,"Multi-Race, NH",22640
2020,Benton,Max. % Total Population,3,"Multi-Race, NH",3
2020,Benton,Max. Sub-Population,5271,"Multi-Race, NH",5271
2020,Benton,Max. Total Population,205700,"Multi-Race, NH",205700
2020,Chelan,Max. % Total Population,2,"Multi-Race, NH",2
2020,Chelan,Max. Sub-Population,1423,"Multi-Race, NH",1423
2020,Chelan,Max. Total Population,79660,"Multi-Race, NH",79660
2020,Clallam,Max. % Total Population,4,"Multi-Race, NH",4
2020,Clallam,Max. Sub-Population,3132,"Multi-Race, NH",3132
2020,Clallam,Max. Total Population,76770,"Multi-Race, NH",76770
2020,Clark,Max. % Total Population,4,"Multi-Race, NH",4
2020,Clark,Max. Sub-Population,19772,"Multi-Race, NH",19772
2020,Clark,Max. Total Population,499200,"Multi-Race, NH",499200
2020,Columbia,Max. % Total Population,2,"Multi-Race, NH",2
2020,Columbia,Max. Sub-Population,95,"Multi-Race, NH",95
2020,Columbia,Max. Total Population,4185,"Multi-Race, NH",4185
2020,Cowlitz,Max. % Total Population,4,"Multi-Race, NH",4
2020,Cowlitz,Max. Sub-Population,3953,"Multi-Race, NH",3953
2020,Cowlitz,Max. Total Population,110500,"Multi-Race, NH",110500
2020,Douglas,Max. % Total Population,2,"Multi-Race, NH",2
2020,Douglas,Max. Sub-Population,835,"Multi-Race, NH",835
2020,Douglas,Max. Total Population,43750,"Multi-Race, NH",43750
2020,Ferry,Max. % Total Population,6,"Multi-Race, NH",6
2020,Ferry,Max. Sub-Population,476,"Multi-Race, NH",476
2020,Ferry,Max. Total Population,7910,"Multi-Race, NH",7910
2020,Franklin,Max. % Total Population,2,"Multi-Race, NH",2
2020,Franklin,Max. Sub-Population,1560,"Multi-Race, NH",1560
2020,Franklin,Max. Total Population,96760,"Multi-Race, NH",96760
2020,Garfield,Max. % Total Population,2,"Multi-Race, NH",2
2020,Garfield,Max. Sub-Population,40,"Multi-Race, NH",40
2020,Garfield,Max. Total Population,2225,"Multi-Race, NH",2225
2020,Grant,Max. % Total Population,2,"Multi-Race, NH",2
2020,Grant,Max. Sub-Population,1829,"Multi-Race, NH",1829
2020,Grant,Max. Total Population,100130,"Multi-Race, NH",100130
2020,Grays Harbor,Max. % Total Population,4,"Multi-Race, NH",4
2020,Grays Harbor,Max. Sub-Population,2876,"Multi-Race, NH",2876
2020,Grays Harbor,Max. Total Population,74720,"Multi-Race, NH",74720
2020,Island,Max. % Total Population,5,"Multi-Race, NH",5
2020,Island,Max. Sub-Population,3923,"Multi-Race, NH",3923
2020,Island,Max. Total Population,85530,"Multi-Race, NH",85530
2020,Jefferson,Max. % Total Population,4,"Multi-Race, NH",4
2020,Jefferson,Max. Sub-Population,1142,"Multi-Race, NH",1142
2020,Jefferson,Max. Total Population,32190,"Multi-Race, NH",32190
2020,King,Max. % Total Population,5,"Multi-Race, NH",5
2020,King,Max. Sub-Population,107040,"Multi-Race, NH",107040
2020,King,Max. Total Population,2260800,"Multi-Race, NH",2260800
2020,Kitsap,Max. % Total Population,6,"Multi-Race, NH",6
2020,Kitsap,Max. Sub-Population,16097,"Multi-Race, NH",16097
2020,Kitsap,Max. Total Population,272200,"Multi-Race, NH",272200
2020,Kittitas,Max. % Total Population,3,"Multi-Race, NH",3
2020,Kittitas,Max. Sub-Population,1296,"Multi-Race, NH",1296
2020,Kittitas,Max. Total Population,48140,"Multi-Race, NH",48140
2020,Klickitat,Max. % Total Population,3,"Multi-Race, NH",3
2020,Klickitat,Max. Sub-Population,662,"Multi-Race, NH",662
2020,Klickitat,Max. Total Population,22770,"Multi-Race, NH",22770
2020,Lewis,Max. % Total Population,3,"Multi-Race, NH",3
2020,Lewis,Max. Sub-Population,2612,"Multi-Race, NH",2612
2020,Lewis,Max. Total Population,80250,"Multi-Race, NH",80250
2020,Lincoln,Max. % Total Population,2,"Multi-Race, NH",2
2020,Lincoln,Max. Sub-Population,271,"Multi-Race, NH",271
2020,Lincoln,Max. Total Population,11050,"Multi-Race, NH",11050
2020,Mason,Max. % Total Population,4,"Multi-Race, NH",4
2020,Mason,Max. Sub-Population,2729,"Multi-Race, NH",2729
2020,Mason,Max. Total Population,65650,"Multi-Race, NH",65650
2020,Okanogan,Max. % Total Population,3,"Multi-Race, NH",3
2020,Okanogan,Max. Sub-Population,1277,"Multi-Race, NH",1277
2020,Okanogan,Max. Total Population,43130,"Multi-Race, NH",43130
2020,Pacific,Max. % Total Population,3,"Multi-Race, NH",3
2020,Pacific,Max. Sub-Population,732,"Multi-Race, NH",732
2020,Pacific,Max. Total Population,21840,"Multi-Race, NH",21840
2020,Pend Oreille,Max. % Total Population,3,"Multi-Race, NH",3
2020,Pend Oreille,Max. Sub-Population,393,"Multi-Race, NH",393
2020,Pend Oreille,Max. Total Population,13850,"Multi-Race, NH",13850
2020,Pierce,Max. % Total Population,7,"Multi-Race, NH",7
2020,Pierce,Max. Sub-Population,60603,"Multi-Race, NH",60603
2020,Pierce,Max. Total Population,900700,"Multi-Race, NH",900700
2020,San Juan,Max. % Total Population,2,"Multi-Race, NH",2
2020,San Juan,Max. Sub-Population,425,"Multi-Race, NH",425
2020,San Juan,Max. Total Population,17340,"Multi-Race, NH",17340
2020,Skagit,Max. % Total Population,3,"Multi-Race, NH",3
2020,Skagit,Max. Sub-Population,3367,"Multi-Race, NH",3367
2020,Skagit,Max. Total Population,130450,"Multi-Race, NH",130450
2020,Skamania,Max. % Total Population,3,"Multi-Race, NH",3
2020,Skamania,Max. Sub-Population,400,"Multi-Race, NH",400
2020,Skamania,Max. Total Population,12220,"Multi-Race, NH",12220
2020,Snohomish,Max. % Total Population,4,"Multi-Race, NH",4
2020,Snohomish,Max. Sub-Population,37186,"Multi-Race, NH",37186
2020,Snohomish,Max. Total Population,830500,"Multi-Race, NH",830500
2020,Spokane,Max. % Total Population,4,"Multi-Race, NH",4
2020,Spokane,Max. Sub-Population,20744,"Multi-Race, NH",20744
2020,Spokane,Max. Total Population,522600,"Multi-Race, NH",522600
2020,Stevens,Max. % Total Population,4,"Multi-Race, NH",4
2020,Stevens,Max. Sub-Population,1670,"Multi-Race, NH",1670
2020,Stevens,Max. Total Population,45920,"Multi-Race, NH",45920
2020,Thurston,Max. % Total Population,5,"Multi-Race, NH",5
2020,Thurston,Max. Sub-Population,15499,"Multi-Race, NH",15499
2020,Thurston,Max. Total Population,291000,"Multi-Race, NH",291000
2020,Wahkiakum,Max. % Total Population,4,"Multi-Race, NH",4
2020,Wahkiakum,Max. Sub-Population,148,"Multi-Race, NH",148
2020,Wahkiakum,Max. Total Population,4210,"Multi-Race, NH",4210
2020,Walla Walla,Max. % Total Population,2,"Multi-Race, NH",2
2020,Walla Walla,Max. Sub-Population,1519,"Multi-Race, NH",1519
2020,Walla Walla,Max. Total Population,62580,"Multi-Race, NH",62580
2020,Whatcom,Max. % Total Population,4,"Multi-Race, NH",4
2020,Whatcom,Max. Sub-Population,8415,"Multi-Race, NH",8415
2020,Whatcom,Max. Total Population,228000,"Multi-Race, NH",228000
2020,Whitman,Max. % Total Population,4,"Multi-Race, NH",4
2020,Whitman,Max. Sub-Population,2046,"Multi-Race, NH",2046
2020,Whitman,Max. Total Population,50480,"Multi-Race, NH",50480
2020,Yakima,Max. % Total Population,2,"Multi-Race, NH",2
2020,Yakima,Max. Sub-Population,4928,"Multi-Race, NH",4928
2020,Yakima,Max. Total Population,258200,"Multi-Race, NH",258200
2020,State Total,Max. % Total Population,4,"Multi-Race, NH",4
2020,State Total,Max. Sub-Population,337103,"Multi-Race, NH",337103
2020,State Total,Max. Total Population,7656200,"Multi-Race, NH",7656200
2019,Adams,Max. % Total Population,0,"NHOPI Only, NH",0
2019,Adams,Max. Sub-Population,9,"NHOPI Only, NH",9
2019,Adams,Max. Total Population,20150,"NHOPI Only, NH",20150
2019,Asotin,Max. % Total Population,0,"NHOPI Only, NH",0
2019,Asotin,Max. Sub-Population,54,"NHOPI Only, NH",54
2019,Asotin,Max. Total Population,22520,"NHOPI Only, NH",22520
2019,Benton,Max. % Total Population,0,"NHOPI Only, NH",0
2019,Benton,Max. Sub-Population,334,"NHOPI Only, NH",334
2019,Benton,Max. Total Population,201800,"NHOPI Only, NH",201800
2019,Chelan,Max. % Total Population,0,"NHOPI Only, NH",0
2019,Chelan,Max. Sub-Population,119,"NHOPI Only, NH",119
2019,Chelan,Max. Total Population,78420,"NHOPI Only, NH",78420
2019,Clallam,Max. % Total Population,0,"NHOPI Only, NH",0
2019,Clallam,Max. Sub-Population,122,"NHOPI Only, NH",122
2019,Clallam,Max. Total Population,76010,"NHOPI Only, NH",76010
2019,Clark,Max. % Total Population,1,"NHOPI Only, NH",1
2019,Clark,Max. Sub-Population,3798,"NHOPI Only, NH",3798
2019,Clark,Max. Total Population,488500,"NHOPI Only, NH",488500
2019,Columbia,Max. % Total Population,1,"NHOPI Only, NH",1
2019,Columbia,Max. Sub-Population,48,"NHOPI Only, NH",48
2019,Columbia,Max. Total Population,4160,"NHOPI Only, NH",4160
2019,Cowlitz,Max. % Total Population,0,"NHOPI Only, NH",0
2019,Cowlitz,Max. Sub-Population,330,"NHOPI Only, NH",330
2019,Cowlitz,Max. Total Population,108950,"NHOPI Only, NH",108950
2019,Douglas,Max. % Total Population,0,"NHOPI Only, NH",0
2019,Douglas,Max. Sub-Population,71,"NHOPI Only, NH",71
2019,Douglas,Max. Total Population,42820,"NHOPI Only, NH",42820
2019,Ferry,Max. % Total Population,0,"NHOPI Only, NH",0
2019,Ferry,Max. Sub-Population,15,"NHOPI Only, NH",15
2019,Ferry,Max. Total Population,7830,"NHOPI Only, NH",7830
2019,Franklin,Max. % Total Population,0,"NHOPI Only, NH",0
2019,Franklin,Max. Sub-Population,138,"NHOPI Only, NH",138
2019,Franklin,Max. Total Population,94680,"NHOPI Only, NH",94680
2019,Garfield,Max. % Total Population,0,"NHOPI Only, NH",0
2019,Garfield,Max. Sub-Population,1,"NHOPI Only, NH",1
2019,Garfield,Max. Total Population,2220,"NHOPI Only, NH",2220
2019,Grant,Max. % Total Population,0,"NHOPI Only, NH",0
2019,Grant,Max. Sub-Population,70,"NHOPI Only, NH",70
2019,Grant,Max. Total Population,98740,"NHOPI Only, NH",98740
2019,Grays Harbor,Max. % Total Population,0,"NHOPI Only, NH",0
2019,Grays Harbor,Max. Sub-Population,223,"NHOPI Only, NH",223
2019,Grays Harbor,Max. Total Population,74160,"NHOPI Only, NH",74160
2019,Island,Max. % Total Population,1,"NHOPI Only, NH",1
2019,Island,Max. Sub-Population,474,"NHOPI Only, NH",474
2019,Island,Max. Total Population,84820,"NHOPI Only, NH",84820
2019,Jefferson,Max. % Total Population,0,"NHOPI Only, NH",0
2019,Jefferson,Max. Sub-Population,83,"NHOPI Only, NH",83
2019,Jefferson,Max. Total Population,31900,"NHOPI Only, NH",31900
2019,King,Max. % Total Population,1,"NHOPI Only, NH",1
2019,King,Max. Sub-Population,18978,"NHOPI Only, NH",18978
2019,King,Max. Total Population,2226300,"NHOPI Only, NH",2226300
2019,Kitsap,Max. % Total Population,1,"NHOPI Only, NH",1
2019,Kitsap,Max. Sub-Population,2675,"NHOPI Only, NH",2675
2019,Kitsap,Max. Total Population,270100,"NHOPI Only, NH",270100
2019,Kittitas,Max. % Total Population,0,"NHOPI Only, NH",0
2019,Kittitas,Max. Sub-Population,73,"NHOPI Only, NH",73
2019,Kittitas,Max. Total Population,46570,"NHOPI Only, NH",46570
2019,Klickitat,Max. % Total Population,0,"NHOPI Only, NH",0
2019,Klickitat,Max. Sub-Population,7,"NHOPI Only, NH",7
2019,Klickitat,Max. Total Population,22430,"NHOPI Only, NH",22430
2019,Lewis,Max. % Total Population,0,"NHOPI Only, NH",0
2019,Lewis,Max. Sub-Population,137,"NHOPI Only, NH",137
2019,Lewis,Max. Total Population,79480,"NHOPI Only, NH",79480
2019,Lincoln,Max. % Total Population,0,"NHOPI Only, NH",0
2019,Lincoln,Max. Sub-Population,7,"NHOPI Only, NH",7
2019,Lincoln,Max. Total Population,10960,"NHOPI Only, NH",10960
2019,Mason,Max. % Total Population,0,"NHOPI Only, NH",0
2019,Mason,Max. Sub-Population,267,"NHOPI Only, NH",267
2019,Mason,Max. Total Population,64980,"NHOPI Only, NH",64980
2019,Okanogan,Max. % Total Population,0,"NHOPI Only, NH",0
2019,Okanogan,Max. Sub-Population,48,"NHOPI Only, NH",48
2019,Okanogan,Max. Total Population,42730,"NHOPI Only, NH",42730
2019,Pacific,Max. % Total Population,0,"NHOPI Only, NH",0
2019,Pacific,Max. Sub-Population,17,"NHOPI Only, NH",17
2019,Pacific,Max. Total Population,21640,"NHOPI Only, NH",21640
2019,Pend Oreille,Max. % Total Population,0,"NHOPI Only, NH",0
2019,Pend Oreille,Max. Sub-Population,19,"NHOPI Only, NH",19
2019,Pend Oreille,Max. Total Population,13740,"NHOPI Only, NH",13740
2019,Pierce,Max. % Total Population,2,"NHOPI Only, NH",2
2019,Pierce,Max. Sub-Population,14049,"NHOPI Only, NH",14049
2019,Pierce,Max. Total Population,888300,"NHOPI Only, NH",888300
2019,San Juan,Max. % Total Population,0,"NHOPI Only, NH",0
2019,San Juan,Max. Sub-Population,20,"NHOPI Only, NH",20
2019,San Juan,Max. Total Population,17150,"NHOPI Only, NH",17150
2019,Skagit,Max. % Total Population,0,"NHOPI Only, NH",0
2019,Skagit,Max. Sub-Population,273,"NHOPI Only, NH",273
2019,Skagit,Max. Total Population,129200,"NHOPI Only, NH",129200
2019,Skamania,Max. % Total Population,0,"NHOPI Only, NH",0
2019,Skamania,Max. Sub-Population,20,"NHOPI Only, NH",20
2019,Skamania,Max. Total Population,12060,"NHOPI Only, NH",12060
2019,Snohomish,Max. % Total Population,1,"NHOPI Only, NH",1
2019,Snohomish,Max. Sub-Population,4562,"NHOPI Only, NH",4562
2019,Snohomish,Max. Total Population,818700,"NHOPI Only, NH",818700
2019,Spokane,Max. % Total Population,1,"NHOPI Only, NH",1
2019,Spokane,Max. Sub-Population,2839,"NHOPI Only, NH",2839
2019,Spokane,Max. Total Population,515250,"NHOPI Only, NH",515250
2019,Stevens,Max. % Total Population,0,"NHOPI Only, NH",0
2019,Stevens,Max. Sub-Population,71,"NHOPI Only, NH",71
2019,Stevens,Max. Total Population,45570,"NHOPI Only, NH",45570
2019,Thurston,Max. % Total Population,1,"NHOPI Only, NH",1
2019,Thurston,Max. Sub-Population,2553,"NHOPI Only, NH",2553
2019,Thurston,Max. Total Population,285800,"NHOPI Only, NH",285800
2019,Wahkiakum,Max. % Total Population,0,"NHOPI Only, NH",0
2019,Wahkiakum,Max. Sub-Population,8,"NHOPI Only, NH",8
2019,Wahkiakum,Max. Total Population,4190,"NHOPI Only, NH",4190
2019,Walla Walla,Max. % Total Population,0,"NHOPI Only, NH",0
2019,Walla Walla,Max. Sub-Population,221,"NHOPI Only, NH",221
2019,Walla Walla,Max. Total Population,62200,"NHOPI Only, NH",62200
2019,Whatcom,Max. % Total Population,0,"NHOPI Only, NH",0
2019,Whatcom,Max. Sub-Population,634,"NHOPI Only, NH",634
2019,Whatcom,Max. Total Population,225300,"NHOPI Only, NH",225300
2019,Whitman,Max. % Total Population,0,"NHOPI Only, NH",0
2019,Whitman,Max. Sub-Population,91,"NHOPI Only, NH",91
2019,Whitman,Max. Total Population,50130,"NHOPI Only, NH",50130
2019,Yakima,Max. % Total Population,0,"NHOPI Only, NH",0
2019,Yakima,Max. Sub-Population,197,"NHOPI Only, NH",197
2019,Yakima,Max. Total Population,255950,"NHOPI Only, NH",255950
2019,State Total,Max. % Total Population,1,"NHOPI Only, NH",1
2019,State Total,Max. Sub-Population,53655,"NHOPI Only, NH",53655
2019,State Total,Max. Total Population,7546410,"NHOPI Only, NH",7546410
2020,Adams,Max. % Total Population,0,"NHOPI Only, NH",0
2020,Adams,Max. Sub-Population,11,"NHOPI Only, NH",11
2020,Adams,Max. Total Population,20450,"NHOPI Only, NH",20450
2020,Asotin,Max. % Total Population,0,"NHOPI Only, NH",0
2020,Asotin,Max. Sub-Population,62,"NHOPI Only, NH",62
2020,Asotin,Max. Total Population,22640,"NHOPI Only, NH",22640
2020,Benton,Max. % Total Population,0,"NHOPI Only, NH",0
2020,Benton,Max. Sub-Population,335,"NHOPI Only, NH",335
2020,Benton,Max. Total Population,205700,"NHOPI Only, NH",205700
2020,Chelan,Max. % Total Population,0,"NHOPI Only, NH",0
2020,Chelan,Max. Sub-Population,129,"NHOPI Only, NH",129
2020,Chelan,Max. Total Population,79660,"NHOPI Only, NH",79660
2020,Clallam,Max. % Total Population,0,"NHOPI Only, NH",0
2020,Clallam,Max. Sub-Population,112,"NHOPI Only, NH",112
2020,Clallam,Max. Total Population,76770,"NHOPI Only, NH",76770
2020,Clark,Max. % Total Population,1,"NHOPI Only, NH",1
2020,Clark,Max. Sub-Population,4073,"NHOPI Only, NH",4073
2020,Clark,Max. Total Population,499200,"NHOPI Only, NH",499200
2020,Columbia,Max. % Total Population,1,"NHOPI Only, NH",1
2020,Columbia,Max. Sub-Population,55,"NHOPI Only, NH",55
2020,Columbia,Max. Total Population,4185,"NHOPI Only, NH",4185
2020,Cowlitz,Max. % Total Population,0,"NHOPI Only, NH",0
2020,Cowlitz,Max. Sub-Population,366,"NHOPI Only, NH",366
2020,Cowlitz,Max. Total Population,110500,"NHOPI Only, NH",110500
2020,Douglas,Max. % Total Population,0,"NHOPI Only, NH",0
2020,Douglas,Max. Sub-Population,74,"NHOPI Only, NH",74
2020,Douglas,Max. Total Population,43750,"NHOPI Only, NH",43750
2020,Ferry,Max. % Total Population,0,"NHOPI Only, NH",0
2020,Ferry,Max. Sub-Population,15,"NHOPI Only, NH",15
2020,Ferry,Max. Total Population,7910,"NHOPI Only, NH",7910
2020,Franklin,Max. % Total Population,0,"NHOPI Only, NH",0
2020,Franklin,Max. Sub-Population,145,"NHOPI Only, NH",145
2020,Franklin,Max. Total Population,96760,"NHOPI Only, NH",96760
2020,Garfield,Max. % Total Population,0,"NHOPI Only, NH",0
2020,Garfield,Max. Sub-Population,1,"NHOPI Only, NH",1
